sample_path,grade_p_0,grade_p_1,grade_p_2,grade_p_3,grade_p_4,sample_label
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_0_57_411_69.jpg,2.700334e-05,0.010443122,0.00026264135,0.97129697,0.017970193,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_100_1248_360_76.jpg,1.4301795e-06,2.9993435e-05,1.1166823e-05,0.99023813,0.009719268,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_101_1257_2986_92.jpg,1.1871263e-05,0.00075677066,9.118404e-05,0.99862075,0.0005193878,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_102_1284_2110_149.jpg,7.2102026e-08,2.7877627e-07,1.1037225e-05,0.9996006,0.0003879607,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_103_1391_2621_174.jpg,7.436637e-08,8.4154937e-07,5.0453928e-06,0.9999912,2.8391678e-06,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_104_1263_3681_63.jpg,0.0001396937,0.017144151,0.15150641,0.7478365,0.0833733,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_105_1267_3885_59.jpg,0.0002122092,0.0011841046,0.0027981324,0.9669484,0.028857188,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_106_1374_2378_80.jpg,3.0002417e-07,3.7525763e-06,2.1307633e-05,0.9998872,8.7417546e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_107_1374_540_81.jpg,2.1250601e-07,1.8229837e-06,0.00015589595,0.99983823,3.81623e-06,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_108_1408_1025_118.jpg,3.284183e-06,2.290864e-05,0.0010768616,0.9988674,2.9495952e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_109_1394_2279_85.jpg,1.4775809e-07,4.848617e-06,1.0818052e-05,0.9999584,2.5705089e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_10_199_1233_95.jpg,2.5561967e-06,1.926528e-05,4.240345e-05,0.99720806,0.002727774,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_110_1375_1463_82.jpg,6.9270264e-08,9.488701e-07,1.8511151e-05,0.99997365,6.8169024e-06,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_111_1392_3625_122.jpg,2.8568166e-07,3.2699277e-06,7.468743e-05,0.99989927,2.258672e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_112_1504_425_181.jpg,6.1618174e-08,2.3558434e-07,1.0642738e-05,0.99998784,1.1953011e-06,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_113_1437_3008_113.jpg,2.3769633e-06,2.15511e-05,4.256061e-06,0.9999591,1.2786773e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_114_1501_1670_164.jpg,3.6532995e-08,4.357435e-07,2.2288927e-05,0.999948,2.920064e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_115_1444_1547_55.jpg,1.1040594e-06,7.9944584e-05,6.7165574e-06,0.99989283,1.9469584e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_116_1487_3310_82.jpg,6.8860584e-07,1.5755288e-05,0.0035200377,0.99645656,6.8478817e-06,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_117_1473_2148_88.jpg,9.99204e-07,2.6999163e-05,1.4077718e-05,0.99969506,0.0002629333,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_118_1481_2850_107.jpg,2.8344113e-05,0.0014144924,0.0010392114,0.9270026,0.07051537,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_119_1531_1982_135.jpg,3.4639112e-07,1.137817e-05,1.2891858e-06,0.99989116,9.580882e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_11_200_3963_113.jpg,2.2814229e-05,0.0006902484,0.015158855,0.96090174,0.023226263,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_120_1502_265_88.jpg,5.096998e-06,1.2192399e-05,0.00028786427,0.9993787,0.00031623573,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_121_1513_3566_84.jpg,2.66581e-06,9.636862e-06,2.522736e-05,0.9999573,5.1541538e-06,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_122_1556_2781_105.jpg,1.1485973e-05,0.0016410595,0.00010341064,0.9981001,0.0001439596,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_123_1620_234_119.jpg,1.553053e-07,7.5971263e-07,0.00016934458,0.99982905,6.781258e-07,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_124_1535_1306_88.jpg,1.2467544e-07,2.1325488e-06,3.7111444e-05,0.999848,0.00011259896,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_125_1547_2218_81.jpg,1.0003422e-05,3.073514e-05,0.00040563926,0.9991986,0.00035506426,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_126_1571_3008_74.jpg,1.2995089e-07,9.912047e-06,2.2118298e-05,0.99989927,6.850488e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_127_1592_2095_84.jpg,2.1184474e-06,2.1631584e-05,6.0176393e-05,0.9997595,0.00015662263,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_128_1640_491_64.jpg,2.978762e-07,4.2153394e-07,2.8116083e-06,0.9999958,6.019325e-07,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_129_1624_910_64.jpg,7.0119236e-06,2.7878514e-07,0.00016585164,0.9998202,6.6469597e-06,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_12_185_3793_52.jpg,0.00030655105,0.00015817986,0.0015612307,0.99793065,4.340134e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_130_1772_1401_196.jpg,3.906773e-08,1.5065982e-07,2.5158906e-07,0.99999905,5.1813544e-07,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_131_1698_1038_107.jpg,7.5951937e-07,3.6583322e-06,1.971768e-05,0.9999294,4.647585e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_132_1693_836_76.jpg,1.4205719e-05,3.5714484e-06,0.00011295504,0.99973804,0.00013122734,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_133_1682_2328_58.jpg,5.278303e-06,2.5643554e-05,8.122673e-05,0.9997112,0.00017664612,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_134_1752_3552_126.jpg,5.749755e-06,0.00027335243,0.0038957144,0.91289055,0.08293462,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_135_1735_3753_113.jpg,3.858702e-06,2.50853e-05,0.00032090905,0.997315,0.002335161,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_136_1754_588_75.jpg,1.951681e-05,9.5039584e-05,0.0016702692,0.987112,0.011103124,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_137_1757_3096_88.jpg,2.9765406e-05,0.0001099717,0.00010205104,0.99791676,0.0018414011,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_138_1789_1808_68.jpg,4.062754e-05,0.00018224886,0.001398503,0.99822253,0.00015614966,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_139_1780_1714_72.jpg,1.1383733e-05,4.2073484e-06,0.00015467449,0.99972004,0.00010965513,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_13_294_593_157.jpg,3.0244485e-07,1.801693e-06,4.3913424e-06,0.9996996,0.00029391964,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_140_1818_3097_70.jpg,2.2414422e-05,0.0005860715,0.00086944853,0.9984275,9.465595e-05,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_141_1828_1210_65.jpg,8.387937e-07,6.594409e-06,7.490314e-05,0.9997688,0.00014885119,3
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade3/Image3-62.jpg\grade_3_62_142_1874_3954_106.jpg,1.0262728e-06,9.145024e-05,2.2078151e-05,0.9993655,0.0005198748,3
