sample_path,grade_p_0,grade_p_1,grade_p_2,grade_p_3,grade_p_4,sample_label
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_0_56_264_81.jpg,4.004409e-11,1.0,3.5520992e-10,9.815333e-10,6.7561935e-11,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_100_619_753_71.jpg,2.1443428e-08,0.9999378,3.185379e-07,6.181111e-05,9.205674e-09,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_101_614_3492_62.jpg,6.885424e-08,0.9999999,4.8384248e-08,4.6563347e-08,4.859609e-10,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_102_619_3692_69.jpg,4.5326443e-10,1.0,5.464051e-08,5.6136567e-08,1.3404919e-09,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_103_622_1655_66.jpg,1.9932207e-07,0.999998,2.1767545e-07,1.6003268e-06,9.383347e-09,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_104_627_2014_61.jpg,1.7130667e-06,0.9999963,1.6720181e-06,3.7426148e-07,2.362292e-08,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_105_646_3577_69.jpg,1.1010151e-09,0.9999999,7.141828e-08,5.101384e-09,3.707722e-10,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_106_645_1288_62.jpg,1.6534951e-08,1.0,5.3254972e-08,5.2023008e-08,1.9111046e-09,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_107_644_1765_58.jpg,1.7187933e-10,0.99999964,2.6022946e-08,3.1193082e-07,1.6911553e-10,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_108_664_586_90.jpg,8.009175e-09,0.99999535,2.5669914e-08,4.6594455e-06,1.0481058e-08,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_109_680_3371_100.jpg,1.514272e-10,1.0,2.0450404e-08,3.6444135e-08,3.35701e-10,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_10_83_2285_58.jpg,2.9231798e-11,1.0,4.2233905e-10,1.3911094e-10,3.32791e-12,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_110_660_287_67.jpg,2.2512245e-07,0.9999707,5.0496938e-06,2.3958108e-05,5.973001e-08,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_111_663_1920_63.jpg,8.229274e-12,0.99999976,4.9440885e-10,2.6454958e-07,4.4734303e-11,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_112_669_2095_63.jpg,4.146331e-07,0.9999976,6.464515e-07,1.389465e-06,9.026611e-09,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_113_674_1157_58.jpg,9.039704e-10,1.0,5.4652077e-08,3.4948768e-09,1.7390735e-11,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_114_678_835_66.jpg,3.556336e-10,1.0,3.756786e-09,2.5261455e-08,5.596468e-11,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_115_688_2440_52.jpg,4.3027358e-06,0.99996364,1.6455838e-06,3.0278741e-05,8.8128424e-08,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_116_707_669_59.jpg,2.0247715e-09,0.9999999,1.1764393e-08,7.735719e-08,7.390314e-10,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_117_728_382_82.jpg,2.122051e-09,0.99999964,4.934314e-08,3.5800207e-07,8.0451085e-10,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_118_717_1674_66.jpg,1.21841115e-08,1.0,3.4471526e-08,7.569454e-10,1.1376194e-09,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_119_719_215_63.jpg,6.9897266e-10,1.0,6.217874e-09,1.45844465e-08,4.4318788e-10,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_11_93_4032_69.jpg,1.2616001e-06,0.9996731,0.00021843967,0.000104813,2.2596166e-06,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_120_727_3520_67.jpg,3.2280909e-10,1.0,2.0292448e-09,5.578801e-10,2.0284456e-11,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_121_733_3011_64.jpg,4.018131e-09,1.0,1.9732793e-08,4.9245164e-09,1.5960744e-10,1
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade1/Image1-43.jpg\grade_1_43_122_732_3936_54.jpg,2.1294636e-05,0.9999733,1.7255377e-06,3.4648583e-06,2.8272325e-07,1
