sample_path,grade_p_0,grade_p_1,grade_p_2,grade_p_3,grade_p_4,sample_label
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_0_71_1298_66.jpg,6.0357515e-09,9.579377e-07,0.99999833,2.5683105e-09,7.495778e-07,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_100_1459_3508_88.jpg,9.316548e-10,4.162166e-08,0.99999905,3.5373432e-10,1.007544e-06,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_101_1454_3620_77.jpg,5.9039795e-08,2.2676156e-08,0.99999976,6.154855e-08,3.1338878e-08,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_102_1482_814_87.jpg,8.1315166e-10,1.83089e-09,0.9999999,3.1238367e-09,6.669141e-08,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_103_1486_2777_76.jpg,3.277275e-09,2.275677e-09,0.9999975,1.5905837e-08,2.4491421e-06,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_104_1549_2281_106.jpg,1.3413262e-08,7.642286e-08,0.9999999,2.83664e-10,4.483662e-08,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_105_1536_3949_84.jpg,6.9953046e-08,1.168544e-05,0.99998796,2.3091529e-08,2.571882e-07,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_106_1552_2109_81.jpg,2.6081421e-09,1.5118742e-07,0.99999976,6.188925e-11,6.307438e-08,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_107_1592_1904_81.jpg,3.1252956e-10,6.206709e-10,1.0,2.2822115e-09,5.5270043e-08,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_108_1622_1124_106.jpg,2.0013748e-09,2.0272127e-08,0.9999989,2.535874e-07,8.786236e-07,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_109_1593_3657_60.jpg,1.2855335e-06,0.0010645497,0.9989134,7.072788e-08,2.0544892e-05,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_10_172_2724_95.jpg,7.750526e-10,1.2702693e-08,1.0,5.3745336e-10,3.612385e-08,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_110_1600_878_64.jpg,1.868147e-08,8.200684e-07,0.9999988,2.0719908e-09,3.310069e-07,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_111_1632_2794_69.jpg,8.6752536e-08,3.368464e-07,0.99998665,1.8640313e-06,1.0936636e-05,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_112_1663_3127_73.jpg,1.4585322e-10,2.116946e-09,1.0,2.379877e-10,3.2306549e-09,2
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade2/Image2-07.jpg\grade_2_07_113_1669_1607_80.jpg,1.5036862e-10,4.932937e-10,1.0,1.518959e-09,3.229209e-08,2
