sample_path,grade_p_0,grade_p_1,grade_p_2,grade_p_3,grade_p_4,sample_label
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_0_140_447_111.jpg,1.3965241e-11,2.673346e-09,1.1837022e-09,1.7788032e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_100_1873_643_124.jpg,2.147823e-08,2.1608477e-09,1.9165578e-08,6.5308984e-07,0.9999993,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_101_1862_1373_76.jpg,8.11215e-11,3.349674e-10,2.3762123e-10,1.2169572e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_102_1884_3649_111.jpg,2.295487e-09,5.0730147e-08,7.831097e-09,1.1922819e-07,0.99999976,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_103_1865_1199_83.jpg,8.5540314e-08,4.0559733e-08,1.6578785e-07,1.24670105e-05,0.99998724,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_104_1873_840_62.jpg,8.399526e-09,1.3191074e-07,1.5573046e-09,1.6649035e-05,0.9999832,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_105_1914_2579_92.jpg,1.9155457e-09,5.7120477e-09,3.2952154e-09,7.777885e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_106_1920_238_102.jpg,5.1551957e-11,3.5786375e-08,4.3191395e-08,2.2299533e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_107_1955_386_85.jpg,1.8953572e-09,1.8727317e-10,1.678645e-10,1.1403943e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-17.jpg\grade_4_17_108_1974_1581_59.jpg,1.496787e-10,3.9029233e-09,3.1759562e-08,5.9692354e-08,0.9999999,4
