file_path,index,coord_x,coord_y,diameter
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,0,54,3491,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,1,66,3558,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,2,78,3183,58
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,3,81,2879,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,4,87,102,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,5,89,2195,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,6,96,2672,62
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,7,107,3787,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,8,149,3861,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,9,103,456,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,10,114,2480,54
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,11,120,3296,54
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,12,152,3686,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,13,204,2728,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,14,177,3424,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,15,202,904,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,16,175,3043,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,17,191,3610,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,18,200,398,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,19,212,1613,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,20,208,65,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-24.jpg,21,210,3340,63
