file_path,index,coord_x,coord_y,diameter
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,0,81,3588,116
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,1,147,1000,118
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,2,181,1545,94
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,3,185,541,89
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,4,254,288,180
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,5,321,2295,176
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,6,218,765,62
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,7,224,2064,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,8,308,1849,153
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,9,327,3213,118
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,10,311,1513,90
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,11,310,3960,94
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,12,359,472,120
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,13,424,3568,117
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,14,422,779,86
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,15,429,3055,50
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,16,511,3888,155
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,17,511,1993,110
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,18,572,3498,125
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,19,587,3680,87
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,20,599,639,145
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,21,595,1079,99
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,22,665,859,123
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,23,653,2071,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,24,668,3431,103
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,25,667,1423,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,26,695,3844,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,27,701,60,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,28,760,3200,91
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,29,845,3077,136
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,30,792,526,146
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,31,813,2258,119
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,32,873,3942,112
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,33,859,2905,99
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,34,847,3625,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,35,884,2540,94
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,36,893,1379,111
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,37,936,805,90
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,38,932,1555,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,39,913,879,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,40,936,692,111
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,41,980,1015,85
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,42,987,2576,115
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,43,974,911,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,44,1042,2162,106
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-24.jpg,45,1044,1761,93
