file_path,index,coord_x,coord_y,diameter
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,0,33,2350,55
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,1,81,1990,87
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,2,56,2936,59
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,3,79,1382,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,4,72,1899,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,5,112,2173,89
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,6,92,3413,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,7,89,2683,57
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,8,140,1045,86
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,9,94,2089,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,10,95,3763,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,11,119,2380,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,12,107,599,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,13,99,2294,55
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,14,133,3068,95
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,15,109,3332,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,16,151,3641,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,17,125,2925,88
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,18,118,2811,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,19,119,3981,55
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,20,130,282,64
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,21,129,154,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,22,174,3834,110
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,23,201,2565,109
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,24,138,85,58
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,25,158,3226,64
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,26,169,2471,66
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,27,156,2646,52
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,28,165,3571,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,29,161,3680,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,30,180,1613,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,31,206,840,89
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,32,202,699,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,33,200,2949,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,34,210,1282,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,35,206,1958,64
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,36,254,2711,118
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,37,214,128,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,38,241,408,108
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,39,250,1832,90
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,40,236,2082,85
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,41,220,302,59
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,42,226,2830,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,43,242,3274,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,44,233,531,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,45,234,3431,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,46,262,1585,95
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,47,275,2253,102
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,48,265,3072,114
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,49,250,3806,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,50,272,3704,62
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,51,262,3918,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,52,292,1960,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,53,314,2148,91
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,54,317,2780,111
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,55,287,3527,50
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,56,294,3433,58
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,57,308,2496,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,58,307,604,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,59,306,1237,57
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,60,309,3342,44
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,61,357,3961,119
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,62,331,872,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade3\Image3-31.jpg,63,337,2992,68
