file_path,index,coord_x,coord_y,diameter
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,0,135,1136,102
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,1,94,159,95
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,2,133,653,135
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,3,138,2136,122
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,4,120,1440,88
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,5,132,2287,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,6,131,3510,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,7,205,338,108
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,8,203,1849,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,9,241,1391,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,10,269,818,103
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,11,276,2241,115
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,12,257,729,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,13,250,3849,57
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,14,319,1951,111
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,15,304,2103,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,16,318,3917,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,17,319,3422,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,18,344,2487,94
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,19,343,307,93
D:/jupyter-notebook/LiverCancer/Image_Original/grade4\Image4-49.jpg,20,349,904,79
