file_path,index,coord_x,coord_y,diameter
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,0,53,1462,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,1,107,679,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,2,128,3247,101
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,3,120,2333,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,4,170,3751,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,5,165,2179,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,6,186,1266,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,7,222,1787,137
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,8,220,2720,101
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,9,255,2896,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,10,266,2007,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,11,270,1210,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,12,268,2133,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,13,273,3580,57
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,14,293,1442,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,15,325,3364,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,16,355,532,85
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,17,390,205,92
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,18,375,1019,90
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,19,371,3732,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,20,380,3921,92
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,21,388,1387,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,22,416,381,89
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,23,398,2087,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,24,420,2992,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,25,420,3808,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,26,458,1199,103
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,27,455,519,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,28,466,3346,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,29,467,419,59
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,30,484,843,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,31,556,738,90
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,32,529,2509,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,33,531,511,64
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,34,556,229,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,35,575,3721,99
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,36,560,339,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,37,576,1904,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,38,586,1656,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,39,610,434,97
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,40,609,2436,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,41,653,3553,86
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,42,673,170,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,43,727,255,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,44,727,2616,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,45,742,2227,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,46,763,3755,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,47,768,709,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,48,779,796,85
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,49,829,1534,51
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,50,874,1698,105
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,51,865,2045,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,52,882,974,93
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,53,886,2967,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,54,924,95,99
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,55,924,462,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.58.jpg,56,941,1117,82
