file_path,index,coord_x,coord_y,diameter
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,0,58,2256,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,1,69,3588,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,2,65,3485,55
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,3,106,3065,92
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,4,116,1660,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,5,144,2183,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,6,142,2691,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,7,150,1320,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,8,191,3146,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,9,187,3820,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,10,189,607,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,11,211,811,91
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,12,259,3398,112
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,13,229,432,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,14,275,2539,111
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,15,241,1319,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,16,280,1935,100
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,17,276,3730,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,18,287,1763,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,19,288,704,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,20,304,2323,89
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,21,381,258,93
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,22,339,2985,66
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,23,373,2641,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,24,405,3253,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,25,440,3480,134
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,26,419,2812,110
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,27,418,1205,103
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,28,427,346,92
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,29,405,3780,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,30,431,2500,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,31,447,672,54
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,32,509,169,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,33,497,803,58
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,34,574,1207,133
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,35,511,2636,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,36,537,4007,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,37,530,3280,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,38,541,1993,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,39,548,1655,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,40,611,1896,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,41,619,3287,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,42,617,3467,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,43,653,3156,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,44,646,3078,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,45,655,645,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,46,665,336,86
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,47,657,2268,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,48,685,1439,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,49,678,2835,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,50,678,1699,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,51,696,1592,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,52,722,3614,108
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,53,742,2100,102
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,54,717,2575,47
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,55,734,2970,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,56,730,2233,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,57,783,3164,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,58,792,938,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,59,779,795,47
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,60,804,363,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,61,799,1837,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,62,800,2425,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,63,809,682,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,64,828,860,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,65,831,1341,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,66,829,1739,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,67,842,154,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,68,856,4006,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,69,910,900,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,70,898,807,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,71,923,616,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,72,923,2315,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,73,936,3477,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,74,932,1806,59
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,75,944,1561,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,76,1034,3835,176
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,77,991,3022,104
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,78,1025,1167,112
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,79,996,284,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,80,993,1433,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,81,1023,1719,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,82,1035,1346,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,83,1032,2755,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,84,1039,714,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,85,1077,891,90
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,86,1080,3276,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,87,1089,258,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,88,1074,185,48
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,89,1092,2095,53
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,90,1130,2385,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,91,1161,2176,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,92,1168,1357,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,93,1173,3010,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,94,1199,3574,88
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,95,1231,942,108
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,96,1231,2516,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,97,1268,3177,94
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,98,1299,3408,109
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,99,1286,1341,57
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,100,1349,2928,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,101,1394,1064,107
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,102,1363,3864,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,103,1370,238,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,104,1389,892,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,105,1379,2693,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,106,1404,678,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,107,1424,3013,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,108,1425,3408,62
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.04.jpg,109,1440,2217,76
