file_path,index,coord_x,coord_y,diameter
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,0,41,3761,59
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,1,115,1593,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,2,140,2783,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,3,145,2062,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,4,159,1460,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,5,198,528,94
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,6,182,3196,107
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,7,175,4021,57
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,8,203,3536,115
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,9,188,1695,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,10,190,3736,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,11,194,1110,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,12,233,1238,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,13,229,1963,51
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,14,253,1467,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,15,256,2718,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,16,308,1336,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,17,308,272,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,18,308,2355,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,19,338,3823,96
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,20,325,3997,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,21,344,763,88
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,22,354,2936,94
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,23,361,3186,86
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,24,370,2016,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,25,419,423,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,26,434,904,59
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,27,501,3858,90
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,28,486,2288,57
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,29,508,353,106
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,30,499,3442,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,31,504,3967,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,32,541,2604,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,33,547,1944,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,34,559,2249,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,35,563,1173,87
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,36,564,530,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,37,597,3212,123
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,38,585,3805,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,39,605,2405,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,40,614,801,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,41,630,2940,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,42,622,2721,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,43,673,1077,86
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,44,745,2851,117
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,45,760,3697,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,46,775,64,64
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,47,777,1171,48
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,48,805,404,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,49,863,3116,95
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,50,862,2791,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,51,871,3271,49
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,52,910,3431,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,53,943,2781,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,54,938,3761,53
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,55,957,706,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,56,958,3138,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,57,980,1799,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,58,996,3842,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,59,1019,3411,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,60,1029,2308,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,61,1040,87,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,62,1052,1490,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,63,1057,1152,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,64,1047,3733,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,65,1104,3865,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,66,1121,734,66
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,67,1160,2028,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,68,1175,3233,54
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,69,1229,3833,98
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,70,1284,3671,106
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,71,1257,282,85
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,72,1270,3138,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,73,1297,1320,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,74,1326,3008,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,75,1333,2264,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,76,1354,897,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,77,1384,685,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,78,1375,1628,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,79,1384,3610,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,80,1404,1727,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,81,1442,3514,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,82,1429,934,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,83,1454,3792,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,84,1480,2893,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,85,1456,422,51
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,86,1469,1352,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,87,1513,71,111
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,88,1498,3935,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,89,1558,1924,119
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,90,1526,2025,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,91,1588,3604,106
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,92,1584,455,104
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,93,1534,1272,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,94,1541,3806,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,95,1593,305,106
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,96,1577,3452,97
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,97,1566,2519,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,98,1585,3135,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,99,1651,908,85
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,100,1649,3993,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,101,1675,2252,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,102,1653,600,62
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,103,1670,3088,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,104,1690,1047,86
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,105,1683,1186,66
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,106,1691,2774,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,107,1711,3485,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,108,1702,128,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,109,1728,1604,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,110,1731,1396,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,111,1727,1755,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,112,1729,2449,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,113,1742,1297,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,114,1765,3653,123
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,115,1774,2993,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,116,1794,2411,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,117,1786,2147,64
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,118,1828,1911,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,119,1832,2704,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,120,1831,2299,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,121,1845,134,86
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,122,1857,1562,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,123,1886,324,85
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,124,1885,819,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,125,1889,1247,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,126,1938,3053,120
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,127,1914,3440,86
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,128,2000,494,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,129,2008,1724,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,130,2016,2886,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,131,2022,69,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,132,2052,3188,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,133,2058,876,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,134,2047,2789,45
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,135,2090,1224,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,136,2095,2689,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,137,2102,340,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,138,2130,3486,88
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,139,2162,2042,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,140,2181,1490,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,141,2173,3722,91
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,142,2197,2126,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,143,2189,1731,85
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,144,2209,2725,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,145,2221,3956,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,146,2264,3396,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,147,2260,2023,80
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,148,2331,892,133
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,149,2361,1142,125
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,150,2277,2883,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,151,2301,3653,84
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,152,2322,469,81
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,153,2375,2415,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,154,2379,928,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,155,2405,3408,105
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,156,2399,215,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,157,2424,2081,93
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,158,2418,1719,91
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,159,2424,3554,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,160,2437,3746,94
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,161,2472,1213,55
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,162,2499,376,87
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,163,2480,972,54
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,164,2479,547,50
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.78.jpg,165,2493,1908,49
