file_path,index,coord_x,coord_y,diameter
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,0,51,2338,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,1,89,178,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,2,100,3803,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,3,158,984,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,4,157,2652,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,5,155,2826,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,6,183,450,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,7,181,278,51
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,8,200,3215,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,9,235,1235,96
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,10,203,2995,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,11,265,3363,127
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,12,213,2043,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,13,220,3886,89
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,14,233,324,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,15,270,706,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,16,270,2203,47
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,17,291,537,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,18,289,637,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,19,302,2875,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,20,313,3965,104
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,21,303,2322,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,22,320,3120,87
D:/jupyter-notebook/LiverCancer/Image_Original/grade0\ImageN.05.jpg,23,332,2097,67
