file_path,index,coord_x,coord_y,diameter
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,0,39,1601,62
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,1,37,3459,58
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,2,53,3391,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,3,49,2607,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,4,78,1072,87
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,5,63,1359,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,6,62,2436,55
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,7,82,1989,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,8,106,252,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,9,100,1848,47
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,10,113,3787,75
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,11,140,2096,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,12,127,2407,62
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,13,133,3568,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,14,152,881,92
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,15,175,639,97
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,16,164,3314,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,17,166,422,55
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,18,164,2243,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,19,181,1728,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,20,193,1034,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,21,229,2619,101
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,22,242,1945,94
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,23,237,2924,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,24,242,1100,59
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,25,264,3622,88
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,26,260,1581,74
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,27,258,2152,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,28,274,3047,64
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,29,282,1310,66
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,30,276,2344,58
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,31,275,1432,50
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,32,282,3771,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,33,279,3152,56
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,34,328,2096,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,35,337,2554,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,36,334,1851,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,37,333,2270,50
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,38,368,3275,104
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,39,372,1067,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,40,376,1449,59
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,41,372,1349,50
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,42,400,1554,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,43,428,250,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,44,424,1191,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,45,429,872,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,46,427,3965,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,47,443,471,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,48,445,1663,66
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,49,486,1419,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,50,523,2052,90
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,51,499,2320,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,52,507,3179,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,53,514,2727,71
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,54,512,1827,77
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,55,527,3376,83
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,56,523,3287,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,57,518,1591,62
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,58,525,1947,63
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,59,565,1383,79
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,60,588,2888,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,61,639,3849,93
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,62,638,577,73
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,63,667,324,66
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,64,673,1930,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,65,742,2100,82
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,66,737,1739,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,67,751,2803,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,68,776,1656,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,69,783,1322,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,70,821,3882,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,71,824,200,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,72,822,2142,54
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,73,840,3364,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,74,831,2221,54
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,75,881,1238,98
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,76,836,3024,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,77,855,2527,72
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,78,860,3989,69
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,79,858,1011,67
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,80,859,2324,62
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,81,870,2400,60
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,82,892,3747,76
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,83,924,2743,70
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,84,921,3236,61
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,85,937,684,68
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,86,948,1439,65
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,87,951,826,78
D:/jupyter-notebook/LiverCancer/Image_Original/grade1\Image1-28.jpg,88,957,2648,63
